Date,Open,High,Low,Close,Volume
20130102,147.9156951904297,151.4375,147.4754638671875,150.9972686767578,310068.0
20130103,151.4375,152.7581787109375,149.6765899658203,152.3179473876953,561076.0
20130104,149.2363739013672,149.6765899658203,142.63299560546875,143.51344299316406,253279.0
20130107,141.31231689453125,141.31231689453125,136.0296173095703,138.23074340820312,332784.0
20130108,138.67095947265625,145.71456909179688,138.67095947265625,144.83412170410156,381622.0
20130109,148.796142578125,149.2363739013672,145.71456909179688,147.4754638671875,253279.0
20130110,151.87771606445312,152.7581787109375,149.2363739013672,152.3179473876953,483843.0
20130111,153.6386260986328,156.72019958496094,151.4375,151.4375,792775.0
20130114,147.9156951904297,147.9156951904297,145.2743377685547,147.03524780273438,255550.0
20130115,147.03524780273438,148.35592651367188,146.5950164794922,147.9156951904297,223749.0
20130116,147.9156951904297,149.2363739013672,147.9156951904297,148.35592651367188,159009.0
20130117,149.6765899658203,151.4375,149.2363739013672,150.1168212890625,383894.0
20130118,151.87771606445312,151.87771606445312,149.6765899658203,151.4375,190811.0
20130121,151.4375,151.4375,147.4754638671875,148.796142578125,204440.0
20130122,149.2363739013672,149.2363739013672,145.2743377685547,146.15480041503906,380487.0
20130123,146.15480041503906,147.03524780273438,144.39389038085938,145.2743377685547,272587.0
20130124,145.2743377685547,148.796142578125,145.2743377685547,146.5950164794922,534953.0
20130125,147.03524780273438,150.5570526123047,147.03524780273438,150.5570526123047,617865.0
20130128,150.5570526123047,157.60064697265625,148.35592651367188,149.6765899658203,381622.0
20130129,149.6765899658203,152.3179473876953,148.796142578125,149.6765899658203,169231.0
20130130,151.4375,154.51907348632812,149.2363739013672,152.7581787109375,638309.0
20130131,156.72019958496094,156.72019958496094,150.1168212890625,151.87771606445312,411153.0
20130201,151.87771606445312,154.07884216308594,151.87771606445312,152.3179473876953,411153.0
20130204,154.07884216308594,160.24200439453125,153.6386260986328,159.36155700683594,1272075.0
20130205,155.83975219726562,156.72019958496094,153.19839477539062,154.07884216308594,779146.0
20130206,153.6386260986328,154.07884216308594,149.6765899658203,149.6765899658203,877959.0
20130218,155.83975219726562,155.83975219726562,148.796142578125,149.6765899658203,1402690.0
20130219,150.1168212890625,151.87771606445312,149.6765899658203,149.6765899658203,733715.0
20130220,150.9972686767578,153.19839477539062,150.9972686767578,153.19839477539062,354364.0
20130221,153.6386260986328,157.16043090820312,146.5950164794922,146.5950164794922,1141461.0
20130222,147.03524780273438,151.4375,143.95367431640625,147.4754638671875,617865.0
20130225,148.35592651367188,152.3179473876953,147.9156951904297,150.5570526123047,312340.0
20130226,150.5570526123047,154.07884216308594,149.6765899658203,152.3179473876953,656482.0
20130227,152.3179473876953,153.19839477539062,149.6765899658203,152.3179473876953,269180.0
20130301,150.5570526123047,152.3179473876953,150.5570526123047,151.87771606445312,300982.0
20130304,153.19839477539062,153.19839477539062,144.39389038085938,144.83412170410156,816627.0
20130305,147.9156951904297,150.1168212890625,146.15480041503906,148.796142578125,690555.0
20130306,150.9972686767578,150.9972686767578,140.87208557128906,144.39389038085938,775739.0
20130307,144.39389038085938,146.5950164794922,141.75254821777344,142.63299560546875,483843.0
20130308,142.63299560546875,148.796142578125,142.63299560546875,148.35592651367188,382758.0
20130311,148.35592651367188,153.6386260986328,146.15480041503906,153.19839477539062,647395.0
20130312,151.4375,154.07884216308594,149.6765899658203,151.87771606445312,381622.0
20130313,153.19839477539062,154.07884216308594,150.5570526123047,151.4375,235106.0
20130314,151.4375,151.4375,146.5950164794922,146.5950164794922,604236.0
20130315,147.03524780273438,149.6765899658203,147.03524780273438,148.35592651367188,315747.0
20130318,148.35592651367188,148.35592651367188,146.15480041503906,147.4754638671875,201033.0
20130319,147.9156951904297,147.9156951904297,145.2743377685547,146.15480041503906,291896.0
20130320,146.15480041503906,149.6765899658203,144.39389038085938,147.4754638671875,341870.0
20130321,147.4754638671875,147.4754638671875,144.39389038085938,144.39389038085938,207848.0
20130322,144.83412170410156,144.83412170410156,141.75254821777344,141.75254821777344,464534.0
20130325,142.19276428222656,144.83412170410156,141.31231689453125,141.75254821777344,366857.0
20130326,141.75254821777344,141.75254821777344,132.5078125,132.5078125,1333408.0
20130327,133.8284912109375,134.7089385986328,130.3066864013672,132.0675811767578,1021068.0
20130328,132.0675811767578,134.7089385986328,131.6273651123047,133.8284912109375,646260.0
20130329,135.14915466308594,135.58938598632812,134.7089385986328,134.7089385986328,195354.0
20130401,134.7089385986328,137.79051208496094,132.0675811767578,137.3502960205078,590606.0
20130402,136.46983337402344,136.46983337402344,134.7089385986328,135.58938598632812,232835.0
20130403,135.58938598632812,137.3502960205078,135.58938598632812,136.91006469726562,482707.0
20130408,134.7089385986328,134.7089385986328,129.42623901367188,129.42623901367188,456584.0
20130409,129.42623901367188,131.6273651123047,128.10556030273438,130.3066864013672,394116.0
20130410,130.3066864013672,130.3066864013672,123.70330810546875,126.34465789794922,575841.0
20130411,128.5457763671875,130.3066864013672,127.66532897949219,127.66532897949219,1106251.0
20130412,128.9860076904297,129.866455078125,126.78488159179688,129.866455078125,570162.0
20130415,129.866455078125,129.866455078125,125.46420288085938,125.90443420410156,668975.0
20130416,124.1435317993164,127.22510528564453,123.26307678222656,123.26307678222656,397523.0
20130417,124.1435317993164,125.46420288085938,121.9424057006836,122.38262939453125,432732.0
20130418,121.5021743774414,125.46420288085938,120.6217269897461,124.1435317993164,599692.0
20130419,125.46420288085938,132.5078125,124.58375549316406,132.5078125,833664.0
20130422,132.5078125,141.75254821777344,130.7469024658203,138.23074340820312,1125560.0
20130423,137.79051208496094,141.75254821777344,137.79051208496094,139.11119079589844,757566.0
20130424,139.99163818359375,140.87208557128906,137.3502960205078,137.79051208496094,387301.0
20130425,139.99163818359375,143.07321166992188,138.23074340820312,138.67095947265625,1102844.0
20130426,138.67095947265625,140.87208557128906,138.67095947265625,139.11119079589844,474756.0
20130429,139.55142211914062,140.87208557128906,134.7089385986328,135.58938598632812,573569.0
20130430,136.46983337402344,139.55142211914062,135.58938598632812,137.79051208496094,756430.0
20130502,135.58938598632812,139.11119079589844,135.58938598632812,138.67095947265625,294167.0
20130503,137.3502960205078,140.43186950683594,136.91006469726562,137.3502960205078,323697.0
20130506,139.11119079589844,139.99163818359375,137.79051208496094,139.11119079589844,494065.0
20130507,139.55142211914062,139.99163818359375,138.23074340820312,139.11119079589844,233971.0
20130508,139.99163818359375,141.75254821777344,139.99163818359375,141.75254821777344,404338.0
20130509,141.75254821777344,142.63299560546875,139.99163818359375,140.87208557128906,469078.0
20130510,141.75254821777344,150.5570526123047,141.75254821777344,150.1168212890625,1486738.0
20130513,148.796142578125,150.1168212890625,148.35592651367188,149.6765899658203,941563.0
20130514,149.6765899658203,150.5570526123047,143.07321166992188,143.51344299316406,634902.0
