Date,Open,High,Low,Close,Volume
20130102,7738.0498046875,7793.47998046875,7715.259765625,7779.22021484375,2194600.0
20130103,7826.33984375,7855.16015625,7815.2900390625,7836.83984375,2964400.0
20130104,7818.27001953125,7818.27001953125,7773.06005859375,7805.990234375,2696800.0
20130107,7797.0498046875,7797.0498046875,7725.47021484375,7755.08984375,2421000.0
20130108,7737.06982421875,7751.7998046875,7692.97998046875,7721.66015625,2211200.0
20130109,7726.39990234375,7763.97021484375,7703.22998046875,7738.64013671875,2471400.0
20130110,7780.97998046875,7825.06005859375,7760.08984375,7811.64013671875,3319400.0
20130111,7843.56982421875,7845.35986328125,7801.68994140625,7819.14990234375,2405200.0
20130114,7795.68017578125,7823.97021484375,7731.31982421875,7823.97021484375,2142800.0
20130115,7823.509765625,7823.509765625,7744.39013671875,7765.02001953125,2520200.0
20130116,7766.08984375,7769.18017578125,7700.43017578125,7700.43017578125,2272200.0
20130117,7748.56982421875,7774.97021484375,7603.27001953125,7616.64013671875,2929200.0
20130118,7697.27978515625,7732.8701171875,7676.10986328125,7732.8701171875,2113400.0
20130121,7725.35986328125,7739.3701171875,7674.18017578125,7724.919921875,1515400.0
20130122,7746.7900390625,7759.47021484375,7699.25,7759.10009765625,1580400.0
20130123,7773.2001953125,7773.2001953125,7730.10009765625,7744.18017578125,1655600.0
20130124,7717.0400390625,7724.68017578125,7653.6201171875,7695.990234375,1862000.0
20130125,7695.25,7704.31005859375,7637.2001953125,7672.580078125,1697200.0
20130128,7685.669921875,7717.35009765625,7685.669921875,7714.669921875,1602400.0
20130129,7744.14990234375,7802.0,7739.60009765625,7802.0,1904200.0
20130130,7832.9501953125,7847.2099609375,7804.7099609375,7832.97998046875,2252800.0
20130131,7832.8701171875,7850.02001953125,7800.89990234375,7850.02001953125,2116800.0
20130201,7853.75,7866.22998046875,7832.0,7855.97021484375,1838800.0
20130204,7882.759765625,7929.97021484375,7880.2900390625,7923.16015625,2678600.0
20130205,7896.669921875,7896.669921875,7863.91015625,7886.93994140625,2316000.0
20130206,7925.259765625,7941.64990234375,7906.64990234375,7906.64990234375,2554200.0
20130218,8000.68994140625,8005.72998046875,7927.9501953125,7943.52978515625,2578000.0
20130219,7974.39990234375,7974.39990234375,7946.08984375,7960.8798828125,2308600.0
20130220,8021.31005859375,8029.10009765625,7995.16015625,8029.10009765625,2992000.0
20130221,8020.52001953125,8020.52001953125,7957.4599609375,7957.4599609375,2235600.0
20130222,7947.8798828125,7970.240234375,7913.16015625,7947.72021484375,2307600.0
20130225,7986.8701171875,7995.10986328125,7947.68017578125,7947.68017578125,2144800.0
20130226,7891.41015625,7927.490234375,7871.22998046875,7880.89990234375,1918400.0
20130227,7886.02978515625,7912.85009765625,7873.2900390625,7897.97998046875,1921400.0
20130301,7917.72021484375,7964.6298828125,7917.72021484375,7964.6298828125,2114200.0
20130304,7966.22021484375,7966.22021484375,7849.52001953125,7867.33984375,2278000.0
20130305,7910.43994140625,7939.85009765625,7882.56005859375,7932.7099609375,2246200.0
20130306,7958.10986328125,7982.39013671875,7936.85986328125,7950.2998046875,2329600.0
20130307,7950.89990234375,7984.2900390625,7942.3701171875,7960.509765625,2261400.0
20130308,7981.0,8029.14013671875,7981.0,8015.14013671875,2719000.0
20130311,8021.8798828125,8089.2099609375,8001.85009765625,8038.72021484375,2878800.0
